Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Autres couleurs (product.metafields.custom.autres_couleurs),Autres couleurs disponibles waffle (product.metafields.custom.autres_couleurs_disponibles_waffle),Linked colors (product.metafields.custom.linked_colors),Restock badge (product.metafields.custom.restock_badge),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Tranche d’âge (product.metafields.shopify.age-group),Caractéristiques des vêtements (product.metafields.shopify.clothing-features),Couleur (product.metafields.shopify.color-pattern),Tissu (product.metafields.shopify.fabric),Décolleté (product.metafields.shopify.neckline),Taille (product.metafields.shopify.size),Type de longueur du manche (product.metafields.shopify.sleeve-length-type),Sexe cible (product.metafields.shopify.target-gender),Type de longueur du haut (product.metafields.shopify.top-length-type),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
darker-hoodie-bf,,,,,,,,,L,,,,,,,,HDE-L-DKR,900.0,shopify,8,deny,manual,84.99,,true,true,,,,,HDE-L-DKR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1831.jpg?v=1771430239,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-hoodie-bf,,,,,,,,,XL,,,,,,,,HDE-XL-DKR,960.0,shopify,1,deny,manual,84.99,,true,true,,,,,HDE-XL-DKR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1835.jpg?v=1771430239,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-hoodie-bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1839.jpg?v=1771430239,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darker-hoodie-bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9118_93457646-467c-4f9e-87f3-37ceb134fbbd.jpg?v=1771430239,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darker-hoodie-bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9120_96ee646a-e598-4f76-98bc-ea507d7359ad.jpg?v=1755864944,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darker-tee,Darker Tee V2,"<ul>
<li>
<p class=""p1"">Colors: black, white</p>
</li>
<li>
<p class=""p1"">305 gsm</p>
</li>
<li>
<p class=""p1"">100% cotton</p>
</li>
<li>
<p class=""p1"">Back logo printed in classic screen print + puff print</p>
</li>
<li>
<p class=""p1"">Front logo embroidered</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Size,XS,,,,,,,,TEE_XS_DKR,260.0,shopify,17,deny,manual,44.99,,true,true,,,,,TEE_XS_DKR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Darker_Tee_Dos.jpg?v=1771415726,1,"",false,,,212,,,,,,,,,,,,,,,,'2,,,,,,,,,,,,,,,kg,,,active
darker-tee,,,,,,,,,S,,,,,,,,TEE_S_DKR,280.0,shopify,26,deny,manual,44.99,,true,true,,,,,TEE_S_DKR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Darker_Tee_Face.jpg?v=1771415726,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-tee,,,,,,,,,M,,,,,,,,TEE_M_DKR,300.0,shopify,46,deny,manual,44.99,,true,true,,,,,TEE_M_DKR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1943-DARKER.jpg?v=1771415726,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-tee,,,,,,,,,L,,,,,,,,TEE_L_DKR,320.0,shopify,24,deny,manual,44.99,,true,true,,,,,TEE_L_DKR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1946-DARKER.jpg?v=1771415726,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-tee,,,,,,,,,XL,,,,,,,,TEE_XL_DKR,340.0,shopify,7,deny,manual,44.99,,true,true,,,,,TEE_XL_DKR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1951-DARKER.jpg?v=1771415726,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-knit,Darker Knit,"<ul>
<li>
<p class=""p1"">Colors: black, white</p>
</li>
<li>
<p class=""p1"">100% cotton</p>
</li>
<li>
<p class=""p1"">Front logo embroidered</p>
</li>
<li>
<p class=""p1"">Back logo embroidered with chenille detailing</p>
</li>
<li>
<p class=""p1"">Fitted collar</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing Accessories > Hats,"","",true,Size,XS,,,,,,,,KNT-XS-DRK,850.0,shopify,10,deny,manual,89.99,,true,true,,,,,KNT-XS-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_knit_arriere.jpg?v=1774345902,1,"",false,,,173,,,,,,,,,,,,,,TRUE,,'6,,,,,,,,,,,,,,,kg,,,active
darker-knit,,,,,,,,,S,,,,,,,,KNT-S-DRK,940.0,shopify,29,deny,manual,89.99,,true,true,,,,,KNT-S-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_knit_avant.jpg?v=1774346131,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-knit,,,,,,,,,M,,,,,,,,KNT-M-DRK,980.0,shopify,53,deny,manual,89.99,,true,true,,,,,KNT-M-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9125_c25e52f7-c27e-497d-ab03-98b50ea2aa6a.jpg?v=1771430218,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-knit,,,,,,,,,L,,,,,,,,KNT-L-DRK,1030.0,shopify,22,deny,manual,89.99,,true,true,,,,,KNT-L-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1784.jpg?v=1771412416,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-knit,,,,,,,,,XL,,,,,,,,KNT-XL-DRK,1080.0,shopify,10,deny,manual,89.99,,true,true,,,,,KNT-XL-DRK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1786.jpg?v=1771412416,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
darker-knit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1789.jpg?v=1771412416,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darker-knit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9124_6bd98a5e-a1a2-4b9d-856d-c1b0dc4638d0.jpg?v=1771412416,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darker-knit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9126_898739b4-9bc8-47ed-ac85-a5d49407afc3.jpg?v=1755865002,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lugia-atomic-jersey,Skypiea Atomic Jersey,"<ul>
<li>
<p class=""p1"">Colors: blue, white</p>
</li>
<li>
<p class=""p1"">150gsm / 180gsm</p>
</li>
<li>
<p class=""p1"">100% polyester</p>
</li>
<li>
<p class=""p1"">Back logo printed with sublimation</p>
</li>
<li>
<p class=""p1"">Front woven label</p>
</li>
<li>
<p class=""p1"">Printed neck label (prevents friction)<br></p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,JER-XS-BLEU,230.0,shopify,9,deny,manual,39.99,,true,true,,,,,JER-XS-BLEU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_Jersey_Bleu_avant_c9ef71fc-9616-462a-adb5-a0fd2235ad15.jpg?v=1750321817,1,"",false,,,212,,adult,,,,,,,,,,,,,,'3,adultes,,gray,cotton,crew,xs; s; m; l; xl,short,unisexe,,,,,,,kg,,,active
lugia-atomic-jersey,,,,,,,,,s,,,,,,,,JER-S-BLEU,240.0,shopify,49,deny,manual,39.99,,true,true,,,,,JER-S-BLEU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_Jersey_Bleu_Dos_07f1a8d4-7608-40a0-bdbc-6a8af06fd91a.jpg?v=1750321817,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lugia-atomic-jersey,,,,,,,,,m,,,,,,,,JER-M-BLEU,250.0,shopify,130,deny,manual,39.99,,true,true,,,,,JER-M-BLEU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2107.jpg?v=1751838203,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lugia-atomic-jersey,,,,,,,,,l,,,,,,,,JER-L-BLEU,260.0,shopify,107,deny,manual,39.99,,true,true,,,,,JER-L-BLEU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2111.jpg?v=1751838203,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lugia-atomic-jersey,,,,,,,,,xl,,,,,,,,JER-XL-BLEU,270.0,shopify,11,deny,manual,39.99,,true,true,,,,,JER-XL-BLEU,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2116.jpg?v=1751838203,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lugia-atomic-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9149_518bbf22-eafc-4c2f-9099-aa77b0d567ea.jpg?v=1755864818,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lugia-atomic-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9150_9ab4db09-3646-4174-b2c5-bee9885997f6.jpg?v=1755864817,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lugia-atomic-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9151.jpg?v=1755864819,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiri-atomic-jersey,Brume Atomic Jersey,"<ul>
<li>
<p class=""p1"">Colors: grey, white</p>
</li>
<li>
<p class=""p1"">150gsm / 180gsm</p>
</li>
<li>
<p class=""p1"">100% polyester</p>
</li>
<li>
<p class=""p1"">Back logo printed with sublimation</p>
</li>
<li>
<p class=""p1"">Front woven label</p>
</li>
<li>
<p class=""p1"">Printed neck label (prevents friction)<br></p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,JER-XS-BLANC,230.0,shopify,12,deny,manual,39.99,,true,true,,,,,JER-XS-BLANC,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_Jersey_Gris_Avant.jpg?v=1750321823,1,"",false,,,212,,adult,,,,,,,,,,,,,,,adultes,,gray,cotton,crew,xs; s; m; l; xl,short,unisexe,,,,,,,kg,,,active
kiri-atomic-jersey,,,,,,,,,s,,,,,,,,JER-S-BLANC,240.0,shopify,60,deny,manual,39.99,,true,true,,,,,JER-S-BLANC,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_Jersey_Gris_arriere.jpg?v=1750321823,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kiri-atomic-jersey,,,,,,,,,m,,,,,,,,JER-M-BLANC,250.0,shopify,107,deny,manual,39.99,,true,true,,,,,JER-M-BLANC,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2038.jpg?v=1748529093,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kiri-atomic-jersey,,,,,,,,,l,,,,,,,,JER-L-BLANC,260.0,shopify,103,deny,manual,39.99,,true,true,,,,,JER-L-BLANC,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2040.jpg?v=1748529092,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kiri-atomic-jersey,,,,,,,,,xl,,,,,,,,JER-XL-BLANC,270.0,shopify,3,deny,manual,39.99,,true,true,,,,,JER-XL-BLANC,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2041.jpg?v=1748529093,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
kiri-atomic-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9112_fadb343c-1f73-4dfe-92d7-4244b98542f4.jpg?v=1755864817,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiri-atomic-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9113_15eafceb-89f1-42f6-b877-354f651b98fd.jpg?v=1755864817,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiri-atomic-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9114_baa889ac-d3fe-4290-8182-b266f1622a23.jpg?v=1755864817,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
racing-jacket-blue,Lugia Racing Jacket,"<ul>
<li>
<p class=""p1"">Colors: black, blue</p>
</li>
<li>
<p class=""p1"">PU leather</p>
</li>
<li>
<p class=""p1"">Embroidered logos on front, back, and sleeve (3D embroidery, chenille embroidery, classic embroidery)</p>
</li>
<li>
<p class=""p1"">Embossed logo on the back</p>
</li>
<li>
<p class=""p1"">Embossed detailing on key areas: shoulders, elbows, collarbones, forearms</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,JKT-XS-LGA,400.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_Racing_Bleu_Avant.jpg?v=1741780222,1,"",false,,,212,,adult,,,,,,,,,,,,,,,adultes,,gray,cotton,crew,xs; s; m; l; xl,short,unisexe,,,,,,,kg,,,active
racing-jacket-blue,,,,,,,,,s,,,,,,,,JKT-S-LGA,400.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_Racing_Bleu_Dos.jpg?v=1741780222,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
racing-jacket-blue,,,,,,,,,m,,,,,,,,JKT-M-LGA,400.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1720.jpg?v=1748527862,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
racing-jacket-blue,,,,,,,,,l,,,,,,,,JKT-L-LGA,400.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1725.jpg?v=1748527862,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
racing-jacket-blue,,,,,,,,,xl,,,,,,,,JKT-XL-LGA,400.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1729.jpg?v=1748527861,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
racing-jacket-black,Vantablack Racing Jacket,"<ul>
<li>
<p class=""p1"">Colors: black, gray</p>
</li>
<li>
<p class=""p1"">PU leather</p>
</li>
<li>
<p class=""p1"">Embroidered logos on front, back, and sleeve (3D embroidery, chenille embroidery, classic embroidery)</p>
</li>
<li>
<p class=""p1"">Embossed logo on the back</p>
</li>
<li>
<p class=""p1"">Embossed detailing on key areas: shoulders, elbows, collarbones, forearms</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Uncategorized,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,JKT-XS-VTBK,0.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_Racing_Noir_Avant.jpg?v=1741780269,1,"",false,,,212,,adult,,,,,,,,,,,,,,,adultes,,black,,,xs; s; m; l; xl,,unisexe,medium,,,,,,kg,,,active
racing-jacket-black,,,,,,,,,s,,,,,,,,JKT-S-VTBK,0.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/new_Racing_Noir_Dos.jpg?v=1741780269,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
racing-jacket-black,,,,,,,,,m,,,,,,,,JKT-M-VTBK,0.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1847.jpg?v=1748528204,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
racing-jacket-black,,,,,,,,,l,,,,,,,,JKT-L-VTBK,0.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1851.jpg?v=1748528203,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
racing-jacket-black,,,,,,,,,xl,,,,,,,,JKT-XL-VTBK,0.0,shopify,0,deny,manual,129.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1856.jpg?v=1748528204,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rossocorsa-zip,Rossocorsa Zip,"<ul>
<li>
<p class=""p1"">Colors: burgundy, pink</p>
</li>
<li>
<p class=""p1"">350 gsm</p>
</li>
<li>
<p class=""p1"">80% cotton, 20% polyester</p>
</li>
<li>
<p class=""p1"">Dott logo in puff print</p>
</li>
<li>
<p class=""p1"">Front woven label</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories,"","",true,Size,XS,,,,,,,,ZIP-XS-ROCA,760.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Rossocorsa_Zip.jpg?v=1771509811,1,"",false,,,,,,,,,,,,,,,,,,,'2,,,,,,,,,,,,,,,kg,,,active
rossocorsa-zip,,,,,,,,,S,,,,,,,,ZIP-S-ROCA,820.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1876.jpg?v=1771509811,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rossocorsa-zip,,,,,,,,,M,,,,,,,,ZIP-M-ROCA,880.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1877.jpg?v=1771509811,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rossocorsa-zip,,,,,,,,,L,,,,,,,,ZIP-L-ROCA,940.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1881.jpg?v=1771509811,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rossocorsa-zip,,,,,,,,,XL,,,,,,,,ZIP-XL-ROCA,1000.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9143_5507e4e3-8dab-4373-85c0-026eb3f1682e.jpg?v=1771509811,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rossocorsa-zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9144_75a5fca4-e7ad-4798-b1da-5ca31225a7b8.jpg?v=1771509811,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rossocorsa-zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG_9145.jpg?v=1771509811,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vantablack-zip-copy,Rainforest Zip,"<ul>
<li>
<p class=""p1"">Colors: dark green, light green</p>
</li>
<li>
<p class=""p1"">350 gsm</p>
</li>
<li>
<p class=""p1"">80% cotton, 20% polyester</p>
</li>
<li>
<p class=""p1"">Dott logo in puff print</p>
</li>
<li>
<p class=""p1"">Front woven label</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories,"","",true,Size,XS,,,,,,,,,760.0,shopify,1,deny,manual,84.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Rainforest_Zip.jpg?v=1771509796,1,"",false,,,,,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,kg,,,active
vantablack-zip-copy,,,,,,,,,S,,,,,,,,,760.0,shopify,1,deny,manual,84.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1861.jpg?v=1771509796,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vantablack-zip-copy,,,,,,,,,M,,,,,,,,,760.0,shopify,0,deny,manual,84.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1867.jpg?v=1771509796,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vantablack-zip-copy,,,,,,,,,L,,,,,,,,,760.0,shopify,0,deny,manual,84.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1872.jpg?v=1771509796,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vantablack-zip-copy,,,,,,,,,XL,,,,,,,,,760.0,shopify,0,deny,manual,84.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/3828/6065/files/RAINFOREST_ZIP_1.jpg?v=1771509796,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vantablack-zip-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/RAINFOREST_ZIP_2.jpg?v=1771509796,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vantablack-zip-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/RAINFOREST_ZIP_3.jpg?v=1771509796,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
og-zip-copy,Vantablack Zip,"<ul>
<li>
<p class=""p1"">Colors: black, white</p>
</li>
<li>
<p class=""p1"">350 gsm</p>
</li>
<li>
<p class=""p1"">80% cotton, 20% polyester</p>
</li>
<li>
<p class=""p1"">Dott logo in puff print</p>
</li>
<li>
<p class=""p1"">Front woven label</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories,"","",true,Size,XS,,,,,,,,ZIP-XS-VTBK,200.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Vantablack_Zip.jpg?v=1771509779,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
og-zip-copy,,,,,,,,,S,,,,,,,,ZIP-S-VTBK,200.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/VANTABLACK_ZIP_4.jpg?v=1771509779,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
og-zip-copy,,,,,,,,,M,,,,,,,,ZIP-M-VTBK,200.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/VANTABLACK_ZIP_5.jpg?v=1771509779,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
og-zip-copy,,,,,,,,,L,,,,,,,,ZIP-L-VTBK,200.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/VANTABLACK_ZIP_6.jpg?v=1771509779,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
og-zip-copy,,,,,,,,,XL,,,,,,,,ZIP-XL-VTBK,200.0,shopify,0,deny,manual,84.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/VANTABLACK_ZIP_1.jpg?v=1771509779,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
og-zip-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/VANTABLACK_ZIP_2.jpg?v=1771509779,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
og-zip-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/VANTABLACK_ZIP_3.jpg?v=1771509779,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
